GPT_processed_sentence,tagged_sentence,original_passage
"<Diagnostic>Laboruntersuchung</Diagnostic>: <Other_Finding>BSG 7/23</Other_Finding>, <Other_Finding>Hämoglobin 16,2 gº</Other_Finding>, <Other_Finding>6700 Leukozyten</Other_Finding> bei <Other_Finding>unauffälligem Differentialblutbild</Other_Finding>. <Other_Finding>219000 Thrombozyten</Other_Finding>. <Diagnosis_or_Pathology>Kreatinin 1,5 mg%</Diagnosis_or_Pathology>, <Diagnosis_or_Pathology>Kreatinin-Clearance mit 74,7 entsprechend herabgesetzt</Diagnosis_or_Pathology> 26. <Other_Finding>Cholesterin 167</Other_Finding>, <Other_Finding>Triglyzeride 150 mg""</Other_Finding>. <Other_Finding>Blutzuckertagesprofil unauffällig</Other_Finding>, <Other_Finding>bei <Diagnostic>oraler Belastung mit <Clinical_Drug>50 g Glukose</Clinical_Drug></Diagnostic> nüchtern 86, nach 1h 185, nach 2h 89 mg%</Other_Finding>, keine <Diagnosis_or_Pathology>Glukosurie</Diagnosis_or_Pathology>.","<Diagnostic>Labor</Diagnostic>: <Other_Finding>BSG 7/23</Other_Finding>, <Other_Finding>Hb 16,2 gº</Other_Finding>, <Other_Finding>6700 Leuko</Other_Finding> bei <Other_Finding>unauffälligem Diff.-Blutbild</Other_Finding>. <Other_Finding>219000 Thrombo</Other_Finding>. <Diagnosis_or_Pathology>Kreatinin 1,5 mg%</Diagnosis_or_Pathology>, <Diagnosis_or_Pathology>Kreatinin-Clearance mit 74,7 entsprechend herabgesel</Diagnosis_or_Pathology> 26. <Other_Finding>Cholesterin 167</Other_Finding>, <Other_Finding>Triglyzeride 150 mg""</Other_Finding>. <Other_Finding>Blutazuckertagesprofil unauffällig</Other_Finding>, <Other_Finding>bei <Diagnostic>oraler Belastung mit <Clinical_Drug>50 g Glukose</Diagnostic></Clinical_Drug> nüchtern 86, nach 1h 185, nach 2h 89 mg</Other_Finding>%, keine <Diagnosis_or_Pathology>Glukosurie</Diagnosis_or_Pathology>.","{'id': 21, 'type': 'sentence', 'text': 'Labor: BSG 7/23, Hb 16,2 gº, 6700 Leuko bei unauffälligem Diff.-Blutbild. 219000 Thrombo. Kreatinin 1,5 mg%, Kreatinin-Clearance mit 74,7 entsprechend herabgesel 26. Cholesterin 167, Triglyzeride 150 mg"". Blutazuckertagesprofil unauffällig, bei oraler Belastung mit 50 g Glukose nüchtern 86, nach 1h 185, nach 2h 89 mg%, keine Glukosurie.', 'offsets': [[2435, 2773]], 'document_id': 'Wankel.tsv'}"
Bis auf eine <Diagnosis_or_Pathology>geringgradige Mitralinsuffizienz und Trikuspidalinsuffizienz</Diagnosis_or_Pathology> ist der Patient altersentsprechend unauffällig.,Bis auf <Diagnosis_or_Pathology>geringgradige Mitralinsuffizienz und Trikuspidalinsuffizienz</Diagnosis_or_Pathology> altersentsprechend unauffällig.,"{'id': 41, 'type': 'sentence', 'text': 'Bis auf geringgradige Mitralinsuffizienz und Trikuspidalinsuffizienz altersentsprechend unauffällig.', 'offsets': [[3401, 3501]], 'document_id': 'Osler.tsv'}"
"<Other_Finding>Normale Urinkatecholaminausscheidung</Other_Finding> im Verlauf: 26.09.2033 mit <Other_Finding>0,91-facher HVS</Other_Finding> und <Other_Finding>0,75-facher VMS des oberen Normwertes</Other_Finding>","<Other_Finding>Urinkatecholaminausscheidung  im Verlauf normal</Other_Finding>: 26 09.2033 mit <Other_Finding>HVS 0,91 fach</Other_Finding> und <Other_Finding>VMS 0,75 fach des oberen Normwertes</Other_Finding>","{'id': 51, 'type': 'sentence', 'text': 'Urinkatecholaminausscheidung  im Verlauf normal: 26 09.2033 mit HVS 0,91 fach und VMS 0,75 fach des oberen Normwertes', 'offsets': [[2578, 2695]], 'document_id': 'Kawasaki.tsv'}"
"Die <Diagnostic>Familienanamnese</Diagnostic> ergab, dass zwei Kinder vorhanden sind, wobei der fünfjährige Sohn an <Diagnosis_or_Pathology>Säuglingsdermatitis</Diagnosis_or_Pathology> leidet. Es sind keine weiteren <Diagnosis_or_Pathology>Allergien, Asthma oder atopische Krankheiten in der Familie</Diagnosis_or_Pathology> bekannt.","<Diagnostic>Familienanamnese</Diagnostic>: Zwei Kinder, ein fünfjähriger Sohn hat <Diagnosis_or_Pathology>Säuglingsdermatitis</Diagnosis_or_Pathology>, sonst keine <Diagnosis_or_Pathology>Allergien, Asthma oder atopische Krankheiten in der Familie</Diagnosis_or_Pathology> bekannt.","{'id': 16, 'type': 'sentence', 'text': 'Familienanamnese: Zwei Kinder, ein fünfjähriger Sohn hat Säuglingsdermatitis, sonst keine Allergien, Asthma oder atopische Krankheiten in der Familie bekannt.', 'offsets': [[705, 863]], 'document_id': 'Waldenström.tsv'}"
"- <Therapeutic>Ovarprotektion</Therapeutic> alle 3 Monate mit <Clinical_Drug>Zoladex</Clinical_Drug> (zuletzt am 05.11.2024), <Therapeutic>zusätzliche Applikation</Therapeutic> von <Clinical_Drug>Orgalutran</Clinical_Drug> nur in den ersten 14 Tagen (05.11-18.11.2024) erforderlich.","- <Therapeutic>Ovarprotektion alle 3 Monate mit <Clinical_Drug>Zoladex</Therapeutic></Clinical_Drug> (zuletzt am 05.11.2024), <Therapeutic>zusätzliche Applikation von <Clinical_Drug>Orgalutran</Therapeutic> nur in den ersten 14 Tagen</Clinical_Drug> (05.11-18.11.2024) erforderlich","{'id': 28, 'type': 'sentence', 'text': '- Ovarprotektion alle 3 Monate mit Zoladex (zuletzt am 05.11.2024), zusätzliche Applikation von Orgalutran nur in den ersten 14 Tagen (05.11-18.11.2024) erforderlich', 'offsets': [[2618, 2783]], 'document_id': 'Obradovic.tsv'}"
Am 2.9.2033 um 8 Uhr 15 erfolgte eine stationäre Wiederaufnahme an der Onkologie Station A3 zur <Diagnostic>Befundbesprechung</Diagnostic> und <Therapeutic>Fortführung der palliativen Polychemotherapie mit FOLFOX im 5. Zyklus</Therapeutic>.,Am 2.9.2033 um 8 Uhr 15 stationäre Wiederaufnahme an der Onkologie Station A3 zur <Diagnostic>Befundbesprechung</Diagnostic> und <Therapeutic>Fortfhrung der pall. PCT mit FOLFOX 5. Zyklus</Therapeutic>.,"{'id': 43, 'type': 'sentence', 'text': 'Am 2.9.2033 um 8 Uhr 15 stationäre Wiederaufnahme an der Onkologie Station A3 zur Befundbesprechung und Fortfhrung der pall. PCT mit FOLFOX 5. Zyklus.', 'offsets': [[3226, 3376]], 'document_id': 'Colon_Fake_E.tsv'}"
Eine <Diagnostic>MDCT-Untersuchung</Diagnostic> des Abdomens und Beckens mit <External_Substance>Kontrastmittel</External_Substance>.,<Diagnostic>MDCT des Abdomens und Beckens mit <External_Substance>KM</Diagnostic></External_Substance>:,"{'id': 45, 'type': 'sentence', 'text': 'MDCT des Abdomens und Beckens mit KM:', 'offsets': [[3933, 3970]], 'document_id': 'Colon_Fake_K.tsv'}"
Man sieht im distalen Colon sigmoideum eine <Diagnosis_or_Pathology>malignitätsverdächtige subtotale Stenosierung</Diagnosis_or_Pathology> von ca. 3 cm Größe. Oralwärts davon ist das <Diagnosis_or_Pathology>Colon flüssigkeitsgefüllt mit ausgedehnten Spiegelbildungen</Diagnosis_or_Pathology>.,Man sieht im distalen Colon sigmoideum eine <Diagnosis_or_Pathology>ca. 3 cm große malignitätsverdächtige subtotale Stenosierung</Diagnosis_or_Pathology>. Oralwärts davon das <Diagnosis_or_Pathology>Colon flüssigkeitsgefüllt mit ausgedehnten Spiegelbildungen</Diagnosis_or_Pathology>.,"{'id': 66, 'type': 'sentence', 'text': 'Man sieht im distalen Colon sigmoideum eine ca. 3 cm große malignitätsverdächtige subtotale Stenosierung. Oralwärts davon das Colon flüssigkeitsgefüllt mit ausgedehnten Spiegelbildungen.', 'offsets': [[6879, 7065]], 'document_id': 'Colon_Fake_J.tsv'}"
"<Therapeutic>Verbandwechsel</Therapeutic> niemals selbst durchführen! Bei <Diagnosis_or_Pathology>Blutungen</Diagnosis_or_Pathology>, <Diagnosis_or_Pathology>Schmerzen</Diagnosis_or_Pathology> oder <Diagnosis_or_Pathology>Fieber</Diagnosis_or_Pathology> sofort die Unfallchirurgische Ambulanz aufsuchen! Vorsicht bei <Therapeutic>Gipsverbänden</Therapeutic> - wenn <Diagnosis_or_Pathology>Schmerzen, Gefühllosigkeit oder Schwellungen auftreten</Diagnosis_or_Pathology>, die Unf.-Chir. Klinik aufsuchen! Für die aus der Nichtbefolgung dieser Vorschrift möglicherweise eintretenden Folgen, lehnt die Klinik jede Verantwortung ab.","<Therapeutic>Verbände</Therapeutic> niemals selbst wechseln! Bei <Diagnosis_or_Pathology>Blutungen</Diagnosis_or_Pathology>, <Diagnosis_or_Pathology>Schmerzen</Diagnosis_or_Pathology> oder <Diagnosis_or_Pathology>Fieber</Diagnosis_or_Pathology> sofort die Unfallchirurgische Ambulanz aufsuchen! Vorsicht bei <Therapeutic>Gipsverbänden</Therapeutic> - wenn <Diagnosis_or_Pathology>Schmerzen, Gefühllosigkeit oder Schwellungen auftreten</Diagnosis_or_Pathology>, die Unf.-Chir. Klinik aufsuchen! Für die aus der Nichtbefolgung dieser Vorschrift möglicherweise eintretenden Folgen, lehnt die Klinik jede Verantwortung ab.","{'id': 18, 'type': 'sentence', 'text': 'Verbände niemals selbst wechseln! Bei Blutungen, Schmerzen oder Fieber sofort die Unfallchirurgische Ambulanz aufsuchen! Vorsicht bei Gipsverbänden - wenn Schmerzen, Gefühllosigkeit oder Schwellungen auftreten, die Unf.-Chir. Klinik aufsuchen! Für die aus der Nichtbefolgung dieser Vorschrift möglicherweise eintretenden Folgen, lehnt die Klinik jede Verantwortung ab.', 'offsets': [[1048, 1416]], 'document_id': 'Recklinghausen.tsv'}"
<Diagnosis_or_Pathology>Gasdistension von Dünndarmschlingen im Mittelbauch mit Luftflüssigkeitsspiegeln</Diagnosis_or_Pathology>. <Diagnostic>Übersichtsradiologische Untersuchung</Diagnostic> ergab keinen <Other_Finding>Hinweis auf freie intraperitoneale Luft</Other_Finding>.,<Diagnosis_or_Pathology>Einzelne gasdistendierte Dünndarmschlingen im Mittelbauch mit Luftflüssigkeitsspiegeln</Diagnosis_or_Pathology>. <Diagnostic>Übersichtsradiologisch</Diagnostic> kein <Other_Finding>Hinweis auf freie intraperitoneale Luft</Other_Finding>.,"{'id': 40, 'type': 'sentence', 'text': 'Einzelne gasdistendierte Dünndarmschlingen im Mittelbauch mit Luftflüssigkeitsspiegeln. Übersichtsradiologisch kein Hinweis auf freie intraperitoneale Luft.', 'offsets': [[3503, 3659]], 'document_id': 'Colon_Fake_K.tsv'}"
"<Diagnosis_or_Pathology>Enzephalomyelitis disseminata</Diagnosis_or_Pathology> (<Diagnosis_or_Pathology>Erstmanifestation</Diagnosis_or_Pathology> 2017, <Diagnosis_or_Pathology>Erstdiagnose</Diagnosis_or_Pathology> Oktober 2021), einer <Diagnosis_or_Pathology>primär chronisch-progredienten Verlaufsform</Diagnosis_or_Pathology> mit <Diagnosis_or_Pathology>Differentialdiagnose</Diagnosis_or_Pathology> einer <Diagnosis_or_Pathology>sekundär-progredienten Verlaufsform nach leichteren Schüben</Diagnosis_or_Pathology>.","<Diagnosis_or_Pathology>Enzephalomyelitis disseminata</Diagnosis_or_Pathology> (<Diagnosis_or_Pathology>Erstmanifestation</Diagnosis_or_Pathology> 2017, <Diagnosis_or_Pathology>Erstdiagnose</Diagnosis_or_Pathology> Oktober 2021), a. e. <Diagnosis_or_Pathology>primär chronisch-progrediente Verlaufsform</Diagnosis_or_Pathology> <Diagnosis_or_Pathology>DD</Diagnosis_or_Pathology> <Diagnosis_or_Pathology>sekundär-progredient nach leichteren Schüben</Diagnosis_or_Pathology>","{'id': 5, 'type': 'sentence', 'text': 'Enzephalomyelitis disseminata (Erstmanifestation 2017, Erstdiagnose Oktober 2021), a. e. primär chronisch-progrediente Verlaufsform DD sekundär-progredient nach leichteren Schüben', 'offsets': [[282, 461]], 'document_id': 'Theodor.tsv'}"
"<Diagnosis_or_Pathology>Leukozytose</Diagnosis_or_Pathology> von 23,3 Tsd/µl; <Diagnosis_or_Pathology>Erythrozytose</Diagnosis_or_Pathology> von 4,00 Mio/µl; <Diagnosis_or_Pathology>Anämie</Diagnosis_or_Pathology> mit Hämoglobin von 10,9 g/dl und Hämatokrit von 32,0 %; <Other_Finding>MCV von 80,0 fl</Other_Finding>; <Diagnosis_or_Pathology>MCH (HbE) von 27,3 pg</Diagnosis_or_Pathology>; <Other_Finding>MCHC von 34,1 g/dl</Other_Finding>; <Other_Finding>Thrombozytose</Other_Finding> von 428 Tsd/µl; <Diagnosis_or_Pathology>Anisozytose</Diagnosis_or_Pathology>; <Other_Finding>Quick von 81 %</Other_Finding>; <Other_Finding>Intern. norm. Ratio von 1,1</Other_Finding>; <Other_Finding>PTT von 32 sec</Other_Finding>;","<Diagnosis_or_Pathology>Leukozyten 23,3 Tsd/µl</Diagnosis_or_Pathology>; <Diagnosis_or_Pathology>Erythrozyten 4,00 Mio/µl</Diagnosis_or_Pathology>; <Diagnosis_or_Pathology>Hämoglobin 10,9 g/dl</Diagnosis_or_Pathology>; <Diagnosis_or_Pathology>Hämatokrit 32,0 %</Diagnosis_or_Pathology>; <Other_Finding>MCV 80,0 fl</Other_Finding>; <Diagnosis_or_Pathology>MCH (HbE) 27,3 pg</Diagnosis_or_Pathology>; <Other_Finding>MCHC 34,1 g/dl</Other_Finding>; <Other_Finding>Thrombozyten 428 Tsd/µl</Other_Finding>; <Diagnosis_or_Pathology>Anisozytose</Diagnosis_or_Pathology>  ; <Other_Finding>Quick 81  %</Other_Finding>; <Other_Finding>Intern. norm. Ratio 1,1</Other_Finding> ; <Other_Finding>PTT 32 sec</Other_Finding>;","{'id': 17, 'type': 'sentence', 'text': 'Leukozyten 23,3 Tsd/µl; Erythrozyten 4,00 Mio/µl; Hämoglobin 10,9 g/dl; Hämatokrit 32,0 %; MCV 80,0 fl; MCH (HbE) 27,3 pg; MCHC 34,1 g/dl; Thrombozyten 428 Tsd/µl; Anisozytose  ; Quick 81  %; Intern. norm. Ratio 1,1 ; PTT 32 sec;', 'offsets': [[1122, 1351]], 'document_id': 'Meyr.tsv'}"
Im Rahmen der Qualitätssicherung wurde diese <Diagnostic>Untersuchung</Diagnostic> von zwei <Medical_specialty>FachärztInnen für Radiologie</Medical_specialty> beurteilt.,Im Rahmen der Qualitätssicherung wurde diese <Diagnostic>Untersuchung von zwei FachärztInnen für Radiologie beurteilt</Diagnostic>.,"{'id': 15, 'type': 'sentence', 'text': 'Im Rahmen der Qualitätssicherung wurde diese Untersuchung von zwei FachärztInnen für Radiologie beurteilt.', 'offsets': [[715, 821]], 'document_id': 'Sudeck.tsv'}"
"<Therapeutic>Der neunte Zyklus einer Chemotherapie mit <Clinical_Drug>Carboplatin</Clinical_Drug></Therapeutic> wurde bei einer Patientin durchgeführt, die aufgrund einer <Other_Finding>amputierten</Other_Finding> Kleinfinger rechts eine <Diagnosis_or_Pathology>ulzerierte</Diagnosis_or_Pathology> Hautläsion im Bereich des <Diagnosis_or_Pathology>Malignen Melanoms</Diagnosis_or_Pathology> auf Level V mit einer Tumordicke von mehr als 4mm hatte. Der Zyklus fand im sechsten Monat statt.","<Therapeutic>9. Zyklus einer Chemotherapie mit <Clinical_Drug>Carboplatin</Therapeutic></Clinical_Drug> bei <Other_Finding>Z. n. <Therapeutic>Amputation</Other_Finding> Kleinfinger re</Therapeutic> wegen <Diagnosis_or_Pathology>ulzeriertem MM, Level V, Tumordicke größer 4mm</Diagnosis_or_Pathology> 6/24","{'id': 6, 'type': 'sentence', 'text': '9. Zyklus einer Chemotherapie mit Carboplatin bei Z. n. Amputation Kleinfinger re wegen ulzeriertem MM, Level V, Tumordicke größer 4mm 6/24', 'offsets': [[83, 222]], 'document_id': 'Koenig.tsv'}"
<Diagnostic>Die Magnetresonanztomographie des rechten Knies</Diagnostic> vom 29.07.2023,<Diagnostic>MRT Knie rechts</Diagnostic> vom 29.07.2023,"{'id': 14, 'type': 'sentence', 'text': 'MRT Knie rechts vom 29.07.2023', 'offsets': [[1147, 1177]], 'document_id': 'Ilgner.tsv'}"
"<Therapeutic>Die Fortführung</Therapeutic> der pall. Chemotherapie mit FOLFOX, 4. Zyklus.","<Therapeutic>Fortführung der pall. Chemotherapie mit FOLFOX, 4. Zyklus</Therapeutic>.","{'id': 21, 'type': 'sentence', 'text': 'Fortführung der pall. Chemotherapie mit FOLFOX, 4. Zyklus.', 'offsets': [[786, 844]], 'document_id': 'Colon_Fake_E.tsv'}"
"<Other_Finding>Der Lokalbefund</Other_Finding> zeigt eine schmerzhafte Einschränkung der Beweglichkeit am betroffenen Gelenk. Es besteht ein Druckschmerz am Humeruskopf und beginnende Blutergüsse in der Achselhöhle, seitlich an der Thoraxwand und auf der medialen Seite des Oberarms. Die DMS peripher ist intakt. Es bestehen Hämatome und kleinere Schürfwunden am Ellenbogen, der Hüfte, dem Kniegelenk und dem Außenknöchel. Zudem ist eine Beule über dem linken Jochbein zu erkennen.","<Other_Finding>Lokalbefund</Other_Finding>: <Diagnosis_or_Pathology>Am betroffenen Gelenk schmerzhafte Einschränkung der Beweglichkeit</Diagnosis_or_Pathology>. <Diagnosis_or_Pathology>Druckschmerz am Humeruskopf</Diagnosis_or_Pathology>, <Diagnosis_or_Pathology>beginnende Blutergüsse in der Achselhöhle, seitlich an der Thoraxwand und auf der medialen Seite des Oberarms</Diagnosis_or_Pathology>. <Other_Finding>DMS peripher intakt</Other_Finding>. <Diagnosis_or_Pathology>Hämatome und kleinere Schürfwunden an Ellenbogen, Hüfte Kniegelenk</Diagnosis_or_Pathology>, sowie <Diagnosis_or_Pathology>Außenknöchel</Diagnosis_or_Pathology>. <Diagnosis_or_Pathology>Beule über dem li Jochbein</Diagnosis_or_Pathology>.","{'id': 14, 'type': 'sentence', 'text': 'Lokalbefund: Am betroffenen Gelenk schmerzhafte Einschränkung der Beweglichkeit. Druckschmerz am Humeruskopf, beginnende Blutergüsse in der Achselhöhle, seitlich an der Thoraxwand und auf der medialen Seite des Oberarms. DMS peripher intakt. Hämatome und kleinere Schürfwunden an Ellenbogen, Hüfte Kniegelenk, sowie Außenknöchel. Beule über dem li Jochbein.', 'offsets': [[990, 1347]], 'document_id': 'Popovic.tsv'}"
"die <Clinical_Drug>Lopirin cor 12,5 ½-0-½</Clinical_Drug>","<Clinical_Drug>Lopirin cor 12,5 ½-0-½</Clinical_Drug>,","{'id': 25, 'type': 'sentence', 'text': 'Lopirin cor 12,5 ½-0-½,', 'offsets': [[1646, 1669]], 'document_id': 'Osler.tsv'}"
<Therapeutic>Pseudoneoadjuvante Behandlung mit De Gramont</Therapeutic> + <Clinical_Drug>Panitumumab</Clinical_Drug> (7/63-11/63); partielle Remission; <Therapeutic>Zusätzliche konkurrierende randomisierte Studie</Therapeutic>,<Therapeutic>pseudoneoadj. PCT De Gramont</Therapeutic> + <Clinical_Drug>Panitumumab</Clinical_Drug> (7/63-11/63); PR; <Therapeutic>add. konk. RCT</Therapeutic>,"{'id': 30, 'type': 'sentence', 'text': 'pseudoneoadj. PCT De Gramont + Panitumumab (7/63-11/63); PR; add. konk. RCT', 'offsets': [[1198, 1273]], 'document_id': 'Colon_Fake_A.tsv'}"
Eine <Clinical_Drug>Refludan 1mg</Clinical_Drug>-Injektion wurde um 11:30 verabreicht und eine <Clinical_Drug>SDD-Suspension 5ml</Clinical_Drug> wurde in 5ml fertig gelöster Form oral eingenommen.,<Clinical_Drug>Refludan  - 1mg</Clinical_Drug> - 11:30 <Clinical_Drug>SDD-Suspension  - 5ml p.o. in 5ml fertig gelöst p.o.</Clinical_Drug>,"{'id': 71, 'type': 'sentence', 'text': 'Refludan  - 1mg - 11:30 SDD-Suspension  - 5ml p.o. in 5ml fertig gelöst p.o.', 'offsets': [[5207, 5283]], 'document_id': 'Amanda_Alzheimer.tsv'}"
Eine <Diagnostic>diagnostische Pulmonalembolie</Diagnostic>,<Diagnostic>diagnostische PE</Diagnostic> (4/23),"{'id': 15, 'type': 'sentence', 'text': 'diagnostische PE (4/23)', 'offsets': [[602, 625]], 'document_id': 'Colon_Fake_C.tsv'}"
<Other_Finding>Größenabnahme</Other_Finding> der <Other_Finding>ausgedehnten Expansion des Rectums</Other_Finding> von vormals 14 cm auf 7.5 cm. Unverändert die,<Other_Finding>Größenabnahme der ausgedehnten Expansion des Rectums von vormals 14 cm auf 7.5 cm</Other_Finding>. Unverändert die,"{'id': 36, 'type': 'sentence', 'text': 'Größenabnahme der ausgedehnten Expansion des Rectums von vormals 14 cm auf 7.5 cm. Unverändert die', 'offsets': [[1555, 1653]], 'document_id': 'Colon_Fake_F.tsv'}"
"Im Weiteren empfehlen wir eine <Diagnostic>engmaschige Kontrolle mittels Positronenemissionstomographie/Computertomographie</Diagnostic>, ein entsprechender Termin wurde in unserem Hause mit dem Patienten vereinbart.","Im Weiteren empfehlen wir eine <Diagnostic>engmaschige Kontrolle mittels PET/CT</Diagnostic>, ein entsprechender Termin wurde in unserem Hause mit dem Patienten vereinbart.","{'id': 15, 'type': 'sentence', 'text': 'Im Weiteren empfehlen wir eine engmaschige Kontrolle mittels PET/CT, ein entsprechender Termin wurde in unserem Hause mit dem Patienten vereinbart.', 'offsets': [[1678, 1825]], 'document_id': 'Tupolev_4.tsv'}"
<Diagnosis_or_Pathology>Operationen</Diagnosis_or_Pathology> und <Diagnostic>Histologien</Diagnostic>:,<Diagnosis_or_Pathology>Operation(en)</Diagnosis_or_Pathology> und <Diagnostic>Histologie(n)</Diagnostic>:,"{'id': 14, 'type': 'sentence', 'text': 'Operation(en) und Histologie(n):', 'offsets': [[624, 656]], 'document_id': 'Colon_Fake_G.tsv'}"
"Ausführliche Besprechung der <Other_Finding>Befunde</Other_Finding> mit der Patientin. Eine <Diagnostic> klinische Evaluation</Diagnostic> in einigen Tagen wurde empfohlen, bei <Diagnosis_or_Pathology>Beschwerdepersistenz</Diagnosis_or_Pathology> ein <Diagnostic>MRT</Diagnostic> zum Ausschluss einer <Diagnosis_or_Pathology>Innenmeniskusläsion</Diagnosis_or_Pathology>.","Ausführliche Besprechung der <Other_Finding>Befunde</Other_Finding> mit der Patientin. <Diagnostic>Klinische Evaluation</Diagnostic> in einigen Tagen empfohlen, bei <Diagnosis_or_Pathology>Beschwerdepersistenz</Diagnosis_or_Pathology> <Diagnostic>MRT zum Ausschluss einer <Diagnosis_or_Pathology>lnnenmeniskusläsion</Diagnostic></Diagnosis_or_Pathology>.","{'id': 34, 'type': 'sentence', 'text': 'Ausführliche Besprechung der Befunde mit der Patientin. Klinische Evaluation in einigen Tagen empfohlen, bei Beschwerdepersistenz MRT zum Ausschluss einer lnnenmeniskusläsion.', 'offsets': [[1677, 1852]], 'document_id': 'Weil.tsv'}"
"Weiterhin erwähnenswert ist, dass in einem <Diagnostic>ambulanten Durchführen eines Kernspintomogramms des Kopfes</Diagnostic> <Other_Finding>Hinweise auf eine entzündliche ZNS-Erkrankung</Other_Finding> vorlagen.","Weiterhin erwähnenswert ist, dass in einem <Diagnostic>ambulant durchgeführten Kerspintomogramm des Kopfes</Diagnostic> <Other_Finding>Hinweise auf eine entzündliche ZNS vorlagen</Other_Finding>.","{'id': 53, 'type': 'sentence', 'text': 'Weiterhin erwähnenswert ist, dass in einem ambulant durchgeführten Kerspintomogramm des Kopfes Hinweise auf eine entzündliche ZNS vorlagen.', 'offsets': [[4627, 4766]], 'document_id': 'Theodor.tsv'}"
<Diagnosis_or_Pathology>Die Vorerkrankungen</Diagnosis_or_Pathology> und <Therapeutic>Voroperationen</Therapeutic> umfassen eine <Diagnosis_or_Pathology>TVT</Diagnosis_or_Pathology> vor 3 Monaten (<Therapeutic>stat. konservative Therapie</Therapeutic>) sowie <Other_Finding>eine Osteosynthese aufgrund von OSG-Fraktur links</Other_Finding> (2033).,"<Diagnosis_or_Pathology>Vorerkrankungen</Diagnosis_or_Pathology>, <Therapeutic>Voroperationen</Therapeutic>: <Diagnosis_or_Pathology>TVT</Diagnosis_or_Pathology> vor 3 Monaten (<Therapeutic>stat. konservative Therapie</Therapeutic>), <Other_Finding>Z.n. Osteosynthese aufgrund von OSG-Fraktur links</Other_Finding> (2033).","{'id': 8, 'type': 'sentence', 'text': 'Vorerkrankungen, Voroperationen: TVT vor 3 Monaten (stat. konservative Therapie), Z.n. Osteosynthese aufgrund von OSG-Fraktur links (2033).', 'offsets': [[1141, 1280]], 'document_id': 'Boeck.tsv'}"
"kein <Diagnosis_or_Pathology>Tragusdruckschmerz</Diagnosis_or_Pathology>, kein <Diagnosis_or_Pathology>Mastoisklopfschmerz</Diagnosis_or_Pathology>, eine <Other_Finding>blande Gehörgangsentzündung</Other_Finding>, eine <Other_Finding>unauffällige Tf</Other_Finding>, eine <Other_Finding>positive Valsalva-Testreaktion</Other_Finding>","kein <Diagnosis_or_Pathology>Tragusdruckschmerz</Diagnosis_or_Pathology>, kein <Diagnosis_or_Pathology>Mastoisklopfschmerz</Diagnosis_or_Pathology>, <Other_Finding>Gehörgang bland</Other_Finding>, <Other_Finding>Tf unauff.</Other_Finding>, <Other_Finding>Vassalva pos.</Other_Finding>","{'id': 23, 'type': 'sentence', 'text': 'kein Tragusdruckschmerz, kein Mastoisklopfschmerz, Gehörgang bland, Tf unauff., Vassalva pos.', 'offsets': [[838, 931]], 'document_id': 'Joubert.tsv'}"
<Diagnostic>Farbdoppler-Echokardiographie</Diagnostic>: <Diagnosis_or_Pathology>Vergrößerung des linken Vorhofs auf 45mm</Diagnosis_or_Pathology> und <Other_Finding>grenzwertig große linke Herzkammer mit einem enddiastolischen Durchmesser von 61mm und einem endsystolischen Durchmesser von 34mm</Other_Finding>. <Diagnosis_or_Pathology>Verdickung der Hinterwand auf 19mm und normale Beweglichkeit</Diagnosis_or_Pathology>. <Diagnosis_or_Pathology>Verdickung des Septums auf 16mm und normale Beweglichkeit</Diagnosis_or_Pathology>. <Other_Finding>Fraktionsverkürzung von 43%</Other_Finding>. <Other_Finding>Keine Auffälligkeiten bei der Bewegung der Aorten- und Mitralklappe</Other_Finding>. Nach <Diagnostic>Farbkodierung</Diagnostic> kein <Other_Finding>Anhalt für eine Klappeninsuffizienz</Other_Finding>. Im <Diagnostic>gepulsten Doppler</Diagnostic> keine <Diagnosis_or_Pathology>Anzeichen einer Klappenstenose</Diagnosis_or_Pathology>.,<Diagnostic>Farbdoppler-Echokardiographie</Diagnostic>: <Diagnosis_or_Pathology>LA mit 45mm vergrößert</Diagnosis_or_Pathology> u. <Other_Finding>LV mit EDD 61 u. ESD 34mm grenzwertig groß</Other_Finding>. <Diagnosis_or_Pathology>Hinterwand mit 19mm verdickt u. normal bewegl.</Diagnosis_or_Pathology>. <Diagnosis_or_Pathology>Septum mit 16mm verdickt u. normal bewegl.</Diagnosis_or_Pathology>. <Other_Finding>FS 43%</Other_Finding>. <Other_Finding>Unauff. Aorten- u. Mitralklappenbewegungen</Other_Finding>. Nach <Diagnostic>Farbkodierung</Diagnostic> kein <Other_Finding>Anhalt für eine Klappeninsuff.</Other_Finding>. Im <Diagnostic>gepulsten Doppler</Diagnostic> keine <Diagnosis_or_Pathology>Zeichen einer Klappenstenose</Diagnosis_or_Pathology>.,"{'id': 15, 'type': 'sentence', 'text': 'Farbdoppler-Echokardiographie: LA mit 45mm vergrößert u. LV mit EDD 61 u. ESD 34mm grenzwertig groß. Hinterwand mit 19mm verdickt u. normal bewegl.. Septum mit 16mm verdickt u. normal bewegl.. FS 43%. Unauff. Aorten- u. Mitralklappenbewegungen. Nach Farbkodierung kein Anhalt für eine Klappeninsuff.. Im gepulsten Doppler keine Zeichen einer Klappenstenose.', 'offsets': [[2031, 2388]], 'document_id': 'Jenninger.tsv'}"
